Unnamed: 0,id,Book_length(mins)_avg,Book_length(mins)_overall,Price_avg,Price_overall,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Target,Number_of_Books,Sort_Approch_Segment
9789,30604,1188.0,1188,4.46,4.46,1,8.0,0.93,1104.84,0,222,0,1,25
9790,30641,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9791,30708,1188.0,1188,5.77,5.77,0,,0.0,0.0,0,66,0,1,20
9792,30802,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,25,0,1,16
9793,30838,1188.0,1188,5.61,5.61,0,,0.0,0.0,0,1,0,1,11
9794,30841,1188.0,1188,5.61,5.61,0,,0.0,0.0,0,0,0,1,8
9795,30843,2160.0,2160,5.61,5.61,0,,0.18,388.8,0,166,0,1,23
9796,30926,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,15,0,1,13
9797,30987,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9798,31000,2160.0,2160,5.33,5.33,0,,0.15,324.0,0,0,0,1,7
9799,31019,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9800,31051,2160.0,2160,5.95,5.95,1,8.0,1.0,2160.0,0,255,0,1,26
9801,31068,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,223,0,1,25
9802,31091,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9803,31207,1620.0,1620,5.33,5.33,0,,0.99,1603.8,2,43,0,1,16
9804,31256,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9805,31338,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9806,31343,2160.0,2160,5.95,5.95,0,,0.31,669.6,0,80,0,1,20
9807,31352,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9808,31395,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9809,31423,1620.0,1620,5.33,5.33,1,10.0,0.07,113.4,0,29,0,1,16
9810,31450,2160.0,2160,5.33,5.33,0,,0.33,712.8,0,86,0,1,19
9811,31473,1620.0,1620,5.33,5.33,0,,0.04,64.8,0,131,0,1,22
9812,31512,1188.0,1188,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9813,31545,648.0,648,5.33,5.33,1,10.0,1.0,648.0,0,33,0,1,16
9814,31556,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9815,31684,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,16,0,1,13
9816,31690,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9817,31738,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,36,0,1,16
9818,31803,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9819,31881,1890.0,3780,5.53,11.05,1,8.0,0.0,0.0,0,55,1,2,18
9820,31978,1188.0,1188,5.61,5.61,0,,0.06,71.28,0,53,0,1,17
9821,32021,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,27,0,1,16
9822,32088,2160.0,2160,5.61,5.61,0,,0.16,345.6,0,8,0,1,14
9823,32158,324.0,324,5.61,5.61,0,,0.0,0.0,0,0,0,1,8
9824,32164,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,218,0,1,25
9825,32231,1620.0,1620,4.93,4.93,0,,0.02,32.4,0,123,0,1,19
9826,32257,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9827,32278,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9828,32326,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,102,0,1,19
9829,32333,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9830,32367,1620.0,1620,5.95,5.95,0,,0.0,0.0,0,0,0,1,8
9831,32378,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,7
9832,32379,1188.0,1188,4.93,4.93,0,,0.03,35.64,0,28,0,1,16
9833,32412,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9834,32454,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9835,32469,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,256,0,1,25
9836,32510,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9837,32576,2160.0,2160,12.51,12.51,0,,0.0,0.0,0,146,0,1,24
9838,32619,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9839,32629,2160.0,2160,4.46,4.46,0,,0.0,0.0,0,115,0,1,19
9840,32665,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9841,32714,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,80,0,1,19
9842,32729,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,242,0,1,25
9843,32742,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9844,32795,1620.0,1620,5.33,5.33,0,,0.89,1441.8,0,223,0,1,25
9845,32796,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9846,32861,2160.0,2160,5.33,5.33,1,10.0,0.0,0.0,0,195,0,1,23
9847,32889,648.0,648,5.33,5.33,0,,0.16,103.68,0,8,0,1,13
9848,32976,2160.0,2160,5.33,5.33,1,8.0,0.08,172.8,0,125,0,1,20
9849,32984,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9850,33008,2160.0,2160,4.93,4.93,0,,0.0,0.0,0,0,0,1,7
9851,33021,2160.0,2160,5.33,5.33,0,,0.13,280.8,0,37,0,1,16
9852,33028,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,11,0,1,13
9853,33041,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,9
9854,33091,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9855,33098,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9856,33102,1350.0,2700,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
9857,33135,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,169,0,1,22
9858,33210,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9859,33211,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9860,33269,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9861,33274,1620.0,1620,5.33,5.33,1,10.0,0.56,907.2,0,237,0,1,25
9862,33479,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9863,33505,1080.0,1080,5.5,5.5,0,,0.62,669.6,0,141,0,1,23
9864,33555,1620.0,1620,4.93,4.93,0,,0.0,0.0,0,0,0,1,7
9865,33621,648.0,648,5.33,5.33,1,10.0,1.0,648.0,0,205,0,1,23
9866,33637,1620.0,1620,5.33,5.33,0,,0.43,696.6,0,252,0,1,25
9867,35,1620.0,1620,5.33,5.33,1,10.0,0.22,356.4,0,202,0,1,23
9868,662,648.0,648,5.33,5.33,0,,0.0,0.0,0,8,0,1,13
9869,789,2160.0,2160,5.61,5.61,1,10.0,0.49,1058.4,0,75,0,1,20
9870,971,2160.0,2160,25.59,25.59,1,10.0,0.87,1879.2,1,150,0,1,24
9871,2104,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9872,2555,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9873,3111,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9874,7298,1620.0,1620,5.33,5.33,0,,0.22,356.4,0,255,0,1,25
9875,7818,1620.0,1620,5.33,5.33,0,,0.01,16.2,0,11,0,1,13
9876,8884,2160.0,2160,8.0,8.0,0,,0.03,64.8,0,33,0,1,17
9877,13280,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9878,13763,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9879,16302,648.0,648,5.33,5.33,0,,0.65,421.2,0,84,0,1,19
9880,17834,1620.0,1620,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9881,19273,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9882,19901,2160.0,2160,5.33,5.33,1,9.0,0.9,1944.0,1,29,0,1,16
9883,20754,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9884,22701,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9885,25170,1188.0,1188,5.53,5.53,0,,0.89,1057.32,0,252,0,1,25
9886,25237,1620.0,1620,5.33,5.33,0,,0.02,32.4,0,0,0,1,7
9887,26947,2160.0,2160,5.33,5.33,0,,0.24,518.4,0,131,0,1,22
9888,28298,648.0,648,5.33,5.33,0,,0.09,58.32,0,167,0,1,22
9889,28345,1620.0,1620,5.33,5.33,1,10.0,0.0,0.0,0,252,1,1,25
9890,28393,216.0,216,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9891,28889,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9892,29657,2160.0,2160,5.95,5.95,0,,0.0,0.0,0,0,0,1,8
9893,29791,2160.0,2160,5.77,5.77,0,,0.11,237.6,0,2,0,1,11
9894,30761,1620.0,1620,5.33,5.33,0,,0.61,988.2,0,40,0,1,16
9895,33546,1620.0,1620,5.5,5.5,0,,0.0,0.0,0,25,1,1,17
9896,1488,2160.0,2160,8.42,8.42,1,10.0,0.0,0.0,3,255,1,1,27
9897,1926,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9898,5517,1350.0,2700,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
9899,7124,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9900,7323,2160.0,2160,8.0,8.0,0,,0.07,151.2,0,8,0,1,15
9901,8233,1620.0,1620,7.54,7.54,1,7.0,0.0,0.0,0,176,0,1,23
9902,8544,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9903,8873,1188.0,1188,9.87,9.87,1,10.0,0.12,142.56,0,40,0,1,18
9904,10223,324.0,324,12.27,12.27,1,10.0,0.0,0.0,0,0,0,1,9
9905,10458,2160.0,2160,6.58,6.58,0,,0.0,0.0,0,0,0,1,8
9906,12097,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,118,0,1,19
9907,12628,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9908,13193,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9909,13336,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,18,1,1,15
9910,13752,1620.0,1620,5.95,5.95,1,8.0,0.0,0.0,1,132,1,1,23
9911,13762,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9912,13781,1620.0,1620,5.95,5.95,0,,0.02,32.4,0,224,0,1,26
9913,13950,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9914,14397,2160.0,2160,8.42,8.42,0,,0.0,0.0,0,0,0,1,9
9915,14514,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,166,1,1,22
9916,14629,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9917,15932,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9918,16121,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9919,16546,648.0,648,5.33,5.33,0,,0.02,12.96,0,190,0,1,22
9920,17509,1269.0,5076,8.0,32.0,1,10.0,0.0,0.0,0,0,1,4,9
9921,19082,1188.0,1188,5.53,5.53,1,10.0,0.11,130.68,0,88,0,1,20
9922,19159,2160.0,2160,5.33,5.33,0,,0.19,410.4,0,0,0,1,7
9923,19621,2160.0,2160,6.58,6.58,0,,0.0,0.0,0,0,0,1,8
9924,20299,1080.0,1080,8.42,8.42,0,,0.91,982.8,0,82,0,1,21
9925,21423,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9926,21956,2160.0,2160,8.42,8.42,0,,0.0,0.0,0,87,1,1,21
9927,22405,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,116,0,1,19
9928,23097,2160.0,2160,8.0,8.0,0,,0.03,64.8,0,39,0,1,17
9929,25817,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9930,26361,1620.0,1620,9.87,9.87,0,,0.0,0.0,0,145,1,1,24
9931,26574,2160.0,2160,9.87,9.87,1,10.0,0.49,1058.4,3,73,0,1,21
9932,27264,1188.0,1188,5.5,5.5,0,,0.0,0.0,0,0,0,1,8
9933,27788,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,2,0,1,12
9934,28319,324.0,324,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9935,29126,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9936,29660,648.0,648,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9937,30496,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9938,30902,1188.0,1188,9.87,9.87,0,,0.0,0.0,0,57,0,1,18
9939,30924,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9940,31036,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9941,31132,1620.0,1620,8.0,8.0,1,10.0,0.06,97.2,0,0,0,1,8
9942,31579,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9943,31866,324.0,324,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9944,33129,1188.0,1188,5.53,5.53,0,,0.4,475.2,0,109,0,1,20
9945,848,1620.0,1620,7.99,7.99,0,,0.22,356.4,0,9,0,1,14
9946,1906,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9947,2905,1620.0,1620,4.1,4.1,1,10.0,0.59,955.8,1,233,0,1,25
9948,3219,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9949,3333,1620.0,1620,7.54,7.54,0,,0.0,0.0,0,0,0,1,8
9950,3671,1188.0,1188,5.33,5.33,0,,1.0,1188.0,4,90,0,1,19
9951,3680,1404.0,2808,15.56,31.12,0,,0.0,0.0,0,37,1,2,18
9952,5559,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9953,6243,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9954,8024,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9955,8273,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9956,8514,324.0,324,5.33,5.33,0,,0.0,0.0,0,0,1,1,7
9957,10107,2160.0,2160,4.1,4.1,0,,0.0,0.0,0,0,0,1,7
9958,10587,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,9,0,1,13
9959,11004,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,42,0,1,18
9960,11096,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,171,1,1,24
9961,12947,1404.0,2808,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
9962,14698,2160.0,2160,8.0,8.0,0,,0.02,43.2,0,16,0,1,15
9963,15753,2160.0,2160,4.1,4.1,0,,0.0,0.0,0,0,0,1,7
9964,15772,2160.0,2160,5.33,5.33,1,5.0,0.04,86.4,0,145,0,1,22
9965,16443,2160.0,2160,8.0,8.0,0,,0.09,194.4,0,0,0,1,8
9966,17449,1188.0,1188,8.0,8.0,1,10.0,0.46,546.48,0,55,0,1,18
9967,17795,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,23,1,1,14
9968,19302,1620.0,1620,8.42,8.42,0,,0.27,437.4,0,141,0,1,24
9969,19347,2160.0,2160,5.65,5.65,0,,0.0,0.0,0,237,0,1,25
9970,21449,540.0,540,12.27,12.27,0,,0.0,0.0,0,0,0,1,9
9971,21610,2160.0,2160,9.87,9.87,0,,0.0,0.0,0,0,0,1,9
9972,21904,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9973,23057,1620.0,1620,8.0,8.0,0,,0.14,226.8,0,60,0,1,20
9974,25327,1620.0,1620,9.87,9.87,1,10.0,0.12,194.4,0,140,0,1,24
9975,27172,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,24,1,1,17
9976,28377,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,232,1,1,25
9977,28565,1620.0,1620,6.58,6.58,0,,0.0,0.0,0,224,1,1,26
9978,28728,2160.0,2160,5.33,5.33,0,,0.06,129.6,0,216,0,1,25
9979,29623,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9980,30878,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9981,31441,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,64,0,1,21
9982,31607,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,89,1,1,19
9983,32072,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
9984,32634,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
9985,541,1620.0,1620,8.0,8.0,0,,0.17,275.4,0,66,0,1,21
9986,673,2160.0,2160,8.0,8.0,1,10.0,0.0,0.0,0,0,1,1,8
9987,708,648.0,648,8.0,8.0,1,10.0,0.0,0.0,0,249,1,1,26
9988,798,2160.0,2160,9.87,9.87,0,,0.0,0.0,0,0,1,1,9
9989,1362,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9990,2483,1620.0,1620,80.0,80.0,0,,0.0,0.0,0,0,0,1,9
9991,2730,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
9992,2935,2160.0,2160,7.54,7.54,1,10.0,0.74,1598.4,0,206,0,1,23
9993,3088,2160.0,2160,5.54,5.54,0,,0.0,0.0,0,222,1,1,25
9994,3248,1080.0,1080,8.42,8.42,0,,0.0,0.0,0,0,0,1,9
9995,3393,648.0,648,7.99,7.99,0,,0.56,362.88,0,8,0,1,14
9996,4320,1620.0,1620,8.0,8.0,1,10.0,0.26,421.2,0,16,0,1,15
9997,4397,2160.0,2160,8.0,8.0,1,10.0,0.05,108.0,0,138,0,1,24
9998,4639,2160.0,2160,5.33,5.33,0,,0.33,712.8,0,16,0,1,13
9999,4902,648.0,648,8.0,8.0,1,8.5,0.0,0.0,0,0,1,1,8
10000,5224,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,252,0,1,26
10001,5534,1620.0,1620,8.0,8.0,0,,0.09,145.8,0,1,0,1,12
10002,5643,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10003,6880,1188.0,1188,7.99,7.99,0,,0.0,0.0,0,0,0,1,8
10004,7289,928.8,4644,5.77,28.83,1,6.0,0.0,0.0,0,119,1,5,27
10005,7318,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10006,7347,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,9
10007,7862,1080.0,1080,7.99,7.99,0,,0.68,734.4,0,8,0,1,14
10008,8329,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10009,8748,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,208,0,1,24
10010,8900,2160.0,2160,8.42,8.42,0,,0.0,0.0,0,0,0,1,9
10011,9669,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10012,9853,1620.0,1620,4.1,4.1,0,,0.42,680.4,0,92,0,1,19
10013,10119,2160.0,2160,9.87,9.87,0,,0.0,0.0,0,117,0,1,21
10014,11905,1188.0,1188,8.26,8.26,0,,0.0,0.0,0,155,0,1,24
10015,12189,2160.0,2160,8.26,8.26,0,,0.02,43.2,0,66,0,1,21
10016,12350,2160.0,2160,5.77,5.77,0,,0.0,0.0,0,0,0,1,8
10017,13103,1620.0,1620,8.0,8.0,0,,0.16,259.2,0,47,0,1,18
10018,15596,324.0,324,8.0,8.0,1,9.0,0.0,0.0,0,0,0,1,8
10019,16128,1620.0,1620,8.0,8.0,0,,0.15,243.0,0,0,0,1,8
10020,17080,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10021,17409,2160.0,2160,5.33,5.33,1,10.0,0.74,1598.4,0,224,0,1,25
10022,18549,1620.0,1620,8.11,8.11,0,,0.0,0.0,0,43,0,1,18
10023,18713,1890.0,3780,8.0,16.0,0,,0.0,0.0,0,0,1,2,9
10024,20910,2160.0,2160,8.0,8.0,0,,0.65,1404.0,1,59,0,1,20
10025,20968,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,1,1,7
10026,21505,2160.0,2160,5.33,5.33,1,10.0,0.22,475.2,2,127,0,1,22
10027,22768,1188.0,1188,8.0,8.0,0,,0.04,47.52,0,232,0,1,26
10028,23602,1620.0,1620,6.7,6.7,0,,0.0,0.0,0,0,0,1,8
10029,24119,2160.0,2160,6.7,6.7,0,,0.0,0.0,0,8,0,1,14
10030,24308,2160.0,2160,9.87,9.87,0,,0.0,0.0,0,0,0,1,9
10031,26542,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10032,28472,2160.0,2160,5.33,5.33,0,,0.23,496.8,0,5,0,1,13
10033,29015,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10034,29627,1188.0,1188,5.33,5.33,0,,0.12,142.56,0,142,0,1,22
10035,30036,1620.0,1620,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
10036,31156,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,50,0,1,16
10037,32047,1188.0,1188,5.95,5.95,0,,0.02,23.76,0,79,0,1,20
10038,32458,2160.0,2160,8.0,8.0,1,10.0,0.22,475.2,0,163,0,1,24
10039,32477,2160.0,2160,5.33,5.33,1,10.0,0.0,0.0,0,0,1,1,7
10040,32491,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,88,0,1,21
10041,32633,1188.0,1188,7.99,7.99,0,,0.0,0.0,0,140,0,1,23
10042,33010,2160.0,2160,8.11,8.11,1,8.0,0.27,583.2,0,18,0,1,15
10043,180,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10044,2988,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10045,3370,2160.0,2160,8.0,8.0,0,,0.09,194.4,0,18,0,1,15
10046,3460,2160.0,2160,8.0,8.0,0,,0.22,475.2,0,5,0,1,14
10047,3776,648.0,648,8.42,8.42,0,,0.85,550.8,0,7,0,1,15
10048,3801,1620.0,1620,7.99,7.99,1,10.0,0.28,453.6,0,31,0,1,17
10049,4591,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10050,4682,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10051,4927,2160.0,2160,10.66,10.66,0,,0.0,0.0,0,103,0,1,21
10052,4959,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10053,5153,1620.0,1620,7.99,7.99,0,,0.0,0.0,0,42,0,1,17
10054,5722,2160.0,2160,5.95,5.95,0,,0.0,0.0,0,1,1,1,11
10055,5948,648.0,648,5.33,5.33,1,9.0,0.68,440.64,0,67,0,1,19
10056,7345,2160.0,2160,8.42,8.42,0,,0.0,0.0,0,1,0,1,12
10057,9284,2160.0,2160,7.3,7.3,0,,0.0,0.0,0,168,0,1,23
10058,9709,2160.0,2160,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
10059,9861,1080.0,1080,5.61,5.61,1,7.0,0.45,486.0,0,64,0,1,20
10060,10057,1188.0,1188,8.42,8.42,1,10.0,0.45,534.6,0,191,0,1,24
10061,10845,1080.0,1080,5.53,5.53,0,,0.0,0.0,0,0,0,1,8
10062,10994,2160.0,2160,8.0,8.0,0,,0.26,561.6,0,26,0,1,17
10063,11289,648.0,648,7.99,7.99,0,,0.39,252.72,0,5,0,1,14
10064,11571,648.0,648,7.99,7.99,0,,0.0,0.0,0,0,1,1,8
10065,11716,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10066,11851,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10067,12248,1620.0,1620,8.0,8.0,0,,0.19,307.8,0,0,0,1,8
10068,12513,1080.0,1080,8.11,8.11,1,7.0,0.97,1047.6,2,204,0,1,24
10069,13017,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10070,13081,648.0,648,7.54,7.54,1,10.0,0.17,110.16,0,2,0,1,11
10071,13247,2160.0,2160,8.42,8.42,0,,0.0,0.0,0,147,1,1,24
10072,14081,2160.0,2160,7.54,7.54,0,,0.27,583.2,0,8,0,1,14
10073,14971,2160.0,2160,8.42,8.42,1,10.0,0.47,1015.2,0,34,0,1,18
10074,15760,2160.0,2160,25.59,25.59,0,,0.1,216.0,0,139,0,1,24
10075,16956,1080.0,1080,7.3,7.3,0,,0.31,334.8,0,6,0,1,14
10076,17077,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10077,17140,2160.0,2160,25.59,25.59,0,,0.0,0.0,0,94,1,1,21
10078,17421,2160.0,2160,8.0,8.0,0,,0.02,43.2,0,115,0,1,21
10079,18621,2160.0,2160,5.53,5.53,0,,0.14,302.4,0,121,0,1,20
10080,20984,2160.0,2160,5.95,5.95,0,,0.15,324.0,0,136,0,1,23
10081,21180,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,47,1,1,18
10082,21383,1620.0,1620,5.33,5.33,1,9.0,0.71,1150.2,1,188,0,1,22
10083,21659,2160.0,2160,7.54,7.54,0,,0.01,21.6,0,0,0,1,8
10084,23246,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,247,0,1,25
10085,24649,1404.0,2808,6.67,13.33,0,,0.0,0.0,0,6,1,2,18
10086,25031,1188.0,1188,9.87,9.87,1,7.0,0.28,332.64,0,60,0,1,21
10087,25834,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10088,26334,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,40,0,1,17
10089,26480,2160.0,2160,8.0,8.0,0,,0.26,561.6,0,38,0,1,17
10090,26946,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10091,27234,2160.0,2160,8.11,8.11,0,,0.0,0.0,0,0,0,1,9
10092,27995,2160.0,2160,8.0,8.0,0,,0.04,86.4,0,10,0,1,15
10093,29269,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10094,29682,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,7
10095,29984,2160.0,2160,31.59,31.59,1,8.0,0.45,972.0,0,244,0,1,27
10096,30945,1620.0,1620,7.54,7.54,0,,0.99,1603.8,0,28,0,1,17
10097,31066,1188.0,1188,8.42,8.42,0,,0.0,0.0,0,0,0,1,9
10098,31166,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,106,1,1,19
10099,31558,1620.0,1620,7.54,7.54,0,,0.0,0.0,0,0,0,1,8
10100,31648,2160.0,2160,5.33,5.33,0,,0.2,432.0,0,0,0,1,7
10101,32298,2160.0,2160,5.33,5.33,1,10.0,0.15,324.0,0,14,0,1,13
10102,32308,1404.0,2808,8.21,16.41,1,10.0,0.0,0.0,3,209,1,2,27
10103,242,1620.0,1620,8.0,8.0,0,,0.57,923.4,0,62,0,1,21
10104,527,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,145,0,1,24
10105,937,1890.0,3780,6.87,13.74,0,,0.0,0.0,0,15,1,2,18
10106,966,1620.0,1620,8.0,8.0,0,,0.04,64.8,0,25,0,1,17
10107,1210,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,8
10108,1240,648.0,648,7.99,7.99,0,,0.0,0.0,0,0,0,1,8
